Symbol	Description	Score	Functions	Links
BAMBI		0.0005112038937793439	cellular response to transforming growth factor beta stimulus, cytokine receptor binding, epithelial to mesenchymal transition, negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, nuclear import, nuclear transport, nucleocytoplasmic transport, positive regulation of binding, positive regulation of cell development, positive regulation of cell morphogenesis involved in differentiation, positive regulation of epithelial to mesenchymal transition, positive regulation of intracellular protein transport, positive regulation of intracellular transport, positive regulation of nucleocytoplasmic transport, positive regulation of protein binding, positive regulation of protein import into nucleus, positive regulation of protein transport, protein import, protein import into nucleus, protein localization to nucleus, regulation of binding, regulation of cell morphogenesis involved in differentiation, regulation of epithelial to mesenchymal transition, regulation of establishment of protein localization, regulation of intracellular protein transport, regulation of intracellular transport, regulation of nucleocytoplasmic transport, regulation of protein import into nucleus, regulation of protein localization to nucleus, regulation of protein transport, regulation of stem cell differentiation, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, response to transforming growth factor beta, single-organism nuclear import, stem cell differentiation, transforming growth factor beta receptor binding, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=25805
ACVR2B		0.0005101281922130219	activin receptor signaling pathway, artery development, biomineral tissue development, blood vessel development, blood vessel remodeling, BMP signaling pathway, bone mineralization, camera-type eye development, endothelial cell differentiation, endothelium development, epithelial cell differentiation, eye development, growth factor binding, lymph vessel development, lymph vessel morphogenesis, lymphangiogenesis, ossification, osteoblast differentiation, pattern specification process, positive regulation of biomineral tissue development, positive regulation of bone mineralization, positive regulation of ossification, positive regulation of osteoblast differentiation, positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, protein serine/threonine kinase activity, regionalization, regulation of activin receptor signaling pathway, regulation of biomineral tissue development, regulation of bone mineralization, regulation of ossification, regulation of osteoblast differentiation, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, retina development in camera-type eye, sensory organ development, tissue remodeling, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway, venous blood vessel development	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=93
CEBPB		0.0005029576317890361		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1051
ACVR2A		0.0004896283710555949	activin binding, activin receptor signaling pathway, biomineral tissue development, BMP signaling pathway, bone mineralization, ossification, osteoblast differentiation, pathway-restricted SMAD protein phosphorylation, positive regulation of biomineral tissue development, positive regulation of bone mineralization, positive regulation of erythrocyte differentiation, positive regulation of ossification, positive regulation of osteoblast differentiation, positive regulation of pathway-restricted SMAD protein phosphorylation, positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, protein serine/threonine kinase activity, regulation of activin receptor signaling pathway, regulation of biomineral tissue development, regulation of bone mineralization, regulation of erythrocyte differentiation, regulation of ossification, regulation of osteoblast differentiation, regulation of pathway-restricted SMAD protein phosphorylation, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=92
FKBP1A		0.0004642892707702462	activin binding, activin receptor signaling pathway, cellular response to transforming growth factor beta stimulus, cytokine receptor binding, heart morphogenesis, muscle tissue development, positive regulation of binding, positive regulation of protein binding, protein serine/threonine kinase activity, regulation of activin receptor signaling pathway, regulation of binding, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, response to transforming growth factor beta, SMAD binding, SMAD protein complex assembly, striated muscle tissue development, tissue morphogenesis, transforming growth factor beta receptor binding, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=101929368
BMPR1A		0.00041351675275952404	adenyl nucleotide binding, adenyl ribonucleotide binding, ATP binding, biomineral tissue development, BMP signaling pathway, bone mineralization, caveola, cellular response to transforming growth factor beta stimulus, endocardial cushion development, heart morphogenesis, nuclear import, nuclear transport, nucleocytoplasmic transport, ossification, osteoblast differentiation, pathway-restricted SMAD protein phosphorylation, positive regulation of biomineral tissue development, positive regulation of bone mineralization, positive regulation of intracellular protein transport, positive regulation of intracellular transport, positive regulation of nucleocytoplasmic transport, positive regulation of ossification, positive regulation of osteoblast differentiation, positive regulation of pathway-restricted SMAD protein phosphorylation, positive regulation of protein import into nucleus, positive regulation of protein transport, positive regulation of SMAD protein import into nucleus, positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, protein import, protein import into nucleus, protein localization to nucleus, protein serine/threonine kinase activity, purine ribonucleoside triphosphate binding, regulation of biomineral tissue development, regulation of bone mineralization, regulation of establishment of protein localization, regulation of intracellular protein transport, regulation of intracellular transport, regulation of nucleocytoplasmic transport, regulation of ossification, regulation of osteoblast differentiation, regulation of pathway-restricted SMAD protein phosphorylation, regulation of protein import into nucleus, regulation of protein localization to nucleus, regulation of protein transport, regulation of SMAD protein import into nucleus, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, response to transforming growth factor beta, single-organism nuclear import, SMAD binding, SMAD protein import into nucleus, tissue morphogenesis, transforming growth factor beta receptor signaling pathway, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=657
BMPR2		0.0004022897783944046	activin receptor signaling pathway, ameboidal cell migration, artery development, biomineral tissue development, blood vessel development, blood vessel remodeling, BMP signaling pathway, bone mineralization, camera-type eye development, caveola, cell growth, DNA biosynthetic process, endothelial cell differentiation, endothelial cell migration, endothelial cell proliferation, endothelium development, epithelial cell differentiation, epithelial cell migration, epithelial cell proliferation, eye development, formation of primary germ layer, lung alveolus development, lymph vessel development, lymph vessel morphogenesis, lymphangiogenesis, negative regulation of cell growth, negative regulation of DNA metabolic process, negative regulation of growth, ossification, osteoblast differentiation, pathway-restricted SMAD protein phosphorylation, pattern specification process, positive regulation of biomineral tissue development, positive regulation of BMP signaling pathway, positive regulation of bone mineralization, positive regulation of epithelial cell proliferation, positive regulation of ossification, positive regulation of osteoblast differentiation, positive regulation of pathway-restricted SMAD protein phosphorylation, positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, protein serine/threonine kinase activity, regionalization, regulation of biomineral tissue development, regulation of bone mineralization, regulation of cell growth, regulation of DNA biosynthetic process, regulation of DNA metabolic process, regulation of endothelial cell migration, regulation of endothelial cell proliferation, regulation of epithelial cell migration, regulation of epithelial cell proliferation, regulation of growth, regulation of ossification, regulation of osteoblast differentiation, regulation of pathway-restricted SMAD protein phosphorylation, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, retina development in camera-type eye, sensory organ development, tissue morphogenesis, tissue remodeling, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway, tube development, venous blood vessel development	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=659
BMPR1B		0.0004005672944742966	adenyl nucleotide binding, adenyl ribonucleotide binding, ATP binding, biomineral tissue development, BMP signaling pathway, bone mineralization, cartilage development, connective tissue development, developmental process involved in reproduction, eye development, ossification, osteoblast differentiation, ovulation cycle, ovulation cycle process, positive regulation of biomineral tissue development, positive regulation of bone mineralization, positive regulation of ossification, positive regulation of osteoblast differentiation, protein serine/threonine kinase activity, purine ribonucleoside triphosphate binding, regulation of biomineral tissue development, regulation of bone mineralization, regulation of ossification, regulation of osteoblast differentiation, sensory organ development, SMAD binding, transmembrane receptor protein kinase activity, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=658
GDF2		0.00039689756524513564	activin receptor signaling pathway, ameboidal cell migration, blood vessel development, blood vessel endothelial cell migration, BMP signaling pathway, cartilage development, cell growth, connective tissue development, DNA biosynthetic process, DNA replication, endothelial cell migration, endothelial cell proliferation, epithelial cell migration, epithelial cell proliferation, epithelial tube morphogenesis, morphogenesis of an epithelium, negative regulation of blood vessel endothelial cell migration, negative regulation of cell growth, negative regulation of cell migration, negative regulation of cell motility, negative regulation of cellular component movement, negative regulation of DNA metabolic process, negative regulation of DNA replication, negative regulation of endothelial cell migration, negative regulation of epithelial cell migration, negative regulation of growth, negative regulation of locomotion, ossification, pathway-restricted SMAD protein phosphorylation, pattern specification process, positive regulation of epithelial cell proliferation, positive regulation of pathway-restricted SMAD protein phosphorylation, positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, regulation of blood vessel endothelial cell migration, regulation of cell growth, regulation of DNA biosynthetic process, regulation of DNA metabolic process, regulation of DNA replication, regulation of endothelial cell migration, regulation of endothelial cell proliferation, regulation of epithelial cell migration, regulation of epithelial cell proliferation, regulation of growth, regulation of pathway-restricted SMAD protein phosphorylation, regulation of transmembrane receptor protein serine/threonine kinase signaling pathway, tissue morphogenesis, transmembrane receptor protein serine/threonine kinase signaling pathway, tube development, tube morphogenesis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2658
INHBC		0.0003801058536917479	cytokine receptor binding, transforming growth factor beta receptor binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3626
SLC43A1		0.0003774318135236765		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8501
